word,translation,category,subcategory,soil.term,regex,definition.according.to.search.engine,reference,review,reviewer
abdicht,sealing,threat,compaction,no,[a-z]*abdicht[a-z]*,,,,SC
bodenabsenkung,soil depression,threat,compaction,yes,[a-z]*bodenabsenkung[a-z]*,,,,SC
bodendruck,soil pressure,threat,compaction,yes,[a-z]*bodendruck[a-z]*,,,,MJ
bodenpressung,soil compression,threat,compaction,yes,[a-z]*bodenpressung[a-z]*,,,,MS
bodenschadverdichtung,soil detrimental compaction,threat,compaction,yes,[a-z]*bodenschadverdichtung[a-z]*,,,,MS
bodenspannung,soil pressure,threat,compaction,yes,[a-z]*bodenspannung[a-z]*,,,,MS
bodenverdicht,soil compaction,threat,compaction,yes,[a-z]*bodenverdicht[a-z]*,,,,
bodenverfestig,soil compaction,threat,compaction,yes,[a-z]*bodenverfestig[a-z]*,,,,
dichtung,compaction,threat,compaction,no,[a-z]*dichtung[a-z]*,,,,
kompaktion,compaction,threat,compaction,no,[a-z]*kompaktion[a-z]*,,,,
verdichtung,compaction,threat,compaction,no,[a-z]*verdichtung[a-z]*,,,,
verfestigen,to compact,threat,compaction,no,[a-z]*verfestigen[a-z]*,,,,
abfall,waste,threat,contamination,no,[a-z]*abfall[a-z]*,,,,SC
abwasser,sewage water,threat,contamination,no,[a-z]*abwasser[a-z]*,,,,SC
altlasten,polluted areas,threat,contamination,no,[a-z]*altlasten[a-z]*,,,,SC
bodenbelast,soil pollution,threat,contamination,yes,[a-z]*bodenbelast[a-z]*,,,,OF
bodenkontamin,soil contamination,threat,contamination,yes,[a-z]*bodenkontamin[a-z]*,,,,LS
bodenschadstoff,soil contaminant,threat,contamination,yes,[a-z]*bodenschadstoff[a-z]*,,,,MS
bodenseuche,soil pest,threat,contamination,yes,[a-z]*bodenseuche[a-z]*,,,,MS
bodenverschmutz,soil contamination,threat,contamination,yes,[a-z]*bodenverschmutz[a-z]*,,,,
bodenverunrein,soil contamination,threat,contamination,yes,[a-z]*bodenverunrein[a-z]*,,,,
deponieboden,depository soil,threat,contamination,yes,[a-z]*deponieboden[a-z]*,,,,
mikroplastic,microplastics,threat,contamination,no,[a-z]*mikroplastic[a-z]*,,,,
mull,waste,threat,contamination,no,[a-z]*mull[a-z]*,,,,
plastik,plastic,threat,contamination,no,[a-z]*plastik[a-z]*,,,,
schwermetalle,heavy metals,threat,contamination,no,[a-z]*schwermetalle[a-z]*,,,,
verschmutzung,pollution,threat,contamination,no,[a-z]*verschmutzung[a-z]*,,,,
verunreinigt,contaminated,threat,contamination,no,[a-z]*verunreinigt[a-z]*,,,,
abdeck,cover,feature,cover,no,[a-z]*abdeck[a-z]*,,,,SC
bodenabdeckung,soil covering,feature,cover,yes,[a-z]*bodenabdeckung[a-z]*,,,,SC
bodenauflag,soil (organic) layer,feature,cover,yes,[a-z]*bodenauflag[a-z]*,,,,OF
bodenbedeck,soil-covering,feature,cover,yes,[a-z]*bodenbedeck[a-z]*,,,translation also soil cover,OF
bodenbewuchs,soil vegetation cover,feature,cover,yes,[a-z]*bodenbewuchs[a-z]*,,,,OF
bodendeck,soil cover,feature,cover,yes,[a-z]*bodendeck[a-z]*,,,,OF
bodenkahl,bare soil,feature,cover,yes,[a-z]*bodenkahl[a-z]*,,,,LS
bodenoberflach,soil surface,feature,cover,yes,[a-z]*bodenoberflach[a-z]*,,,,MS
bodenpflanze,groundcover (plant),feature,cover,yes,[a-z]*bodenpflanze[a-z]*,,,,MS
bodenspreu,soil chaff,feature,cover,yes,[a-z]*bodenspreu[a-z]*,a soil layer,,,MS
bodenstreu,soil litter,feature,cover,yes,[a-z]*bodenstreu[a-z]*,,,,MS
bodenuberdeck,soil cover,feature,cover,yes,[a-z]*bodenuberdeck[a-z]*,,,,
bodenuberform,soil mantle,feature,cover,yes,[a-z]*bodenuberform[a-z]*,,,,
bodenwuchs,ground covering,feature,cover,yes,[a-z]*bodenwuchs[a-z]*,,,,
humus,humus,feature,cover,no,[a-z]*humus[a-z]*,,,,
offenboden,bare soil,feature,cover,yes,[a-z]*offenboden[a-z]*,Unter Offenboden versteht man nicht oder nur spärlich bewachsenen Boden.,https://www.hafen-hamburg.de/de/news/wsv-setzt-kompensationsmassnahmen-an-der-elbe-um---37060,,
abbau,decomposition,function,decomposition,no,[a-z]*abbau[a-z]*,,,,SC
aufgliederung,decomposition,function,decomposition,no,[a-z]*aufgliederung[a-z]*,,,,SC
aufschluss,decomposition,function,decomposition,no,[a-z]*aufschluss[a-z]*,,,,SC
bodenmineralis,soil mineralization,function,decomposition,yes,[a-z]*bodenmineralis[a-z]*,,,,LS
dekomposition,decomposition,function,decomposition,no,[a-z]*dekomposition[a-z]*,,,,
disaggregierung,decomposition,function,decomposition,no,[a-z]*disaggregierung[a-z]*,,,,
verwesung,decomposition,function,decomposition,no,[a-z]*verwesung[a-z]*,,,,
verwitterung,decomposition,function,decomposition,no,[a-z]*verwitterung[a-z]*,,,,
zerfall,decomposition,function,decomposition,no,[a-z]*zerfall[a-z]*,,,,
zerlegung,decomposition,function,decomposition,no,[a-z]*zerlegung[a-z]*,,,,
zersetzung,decomposition,function,decomposition,no,[a-z]*zersetzung[a-z]*,,,,
abholz,deforestation,threat,deforestation,no,[a-z]*abholz[a-z]*,,,,SC
entwaldung,deforestation,threat,deforestation,no,[a-z]*entwaldung[a-z]*,,,,
kahlschlag,deforestation,threat,deforestation,no,[a-z]*kahlschlag[a-z]*,,,,
rodung,deforestation,threat,deforestation,no,[a-z]*rodung[a-z]*,,,,
abbruch,break,threat,degradation,no,[a-z]*abbruch[a-z]*,,,,SC
abfallen,decline,threat,degradation,no,abfallen,,,,SC
abfallend,declining,threat,degradation,no,[a-z]*abfallend[a-z]*,,,,SC
abfallt,decline,threat,degradation,no,abfallt,,,,SC
abgetrag,degradation,threat,degradation,no,[a-z]*abgetrag[a-z]*,,,,SC
abtrag,degradation,threat,degradation,no,[a-z]*abtrag[a-z]*,,,,SC
aushubboden,excavated soil,threat,degradation,yes,[a-z]*aushubboden[a-z]*,,,,SC
bodenabbruch,soil break,threat,degradation,yes,[a-z]*bodenabbruch[a-z]*,,,,SC
bodenabtrag,soil degradation,threat,degradation,yes,[a-z]*bodenabtrag[a-z]*,,,,SC
bodenanriss,soil slight break,threat,degradation,yes,[a-z]*bodenanriss[a-z]*,,,,OF
bodenarm,soil-poor,threat,degradation,yes,[a-z]*bodenarm[a-z]*,,,,OF
bodenaufbruch,soil disruption,threat,degradation,yes,[a-z]*bodenaufbruch[a-z]*,,,,OF
bodenaufriss,soil breakdown,threat,degradation,yes,[a-z]*bodenaufriss[a-z]*,,,,OF
bodenaufschluss,soil exposure,threat,degradation,yes,[a-z]*bodenaufschluss[a-z]*,,,,OF
bodenaushagerung,soil degradation,threat,degradation,yes,[a-z]*bodenaushagerung[a-z]*,,,,OF
bodenauszehrung,soil degradation,threat,degradation,yes,[a-z]*bodenauszehrung[a-z]*,,,,OF
bodenbruch,soil break,threat,degradation,yes,[a-z]*bodenbruch[a-z]*,,,,OF
bodendegener,soil degeneration,threat,degradation,yes,[a-z]*bodendegener[a-z]*,,,,OF
bodendegradation,soil degradation,threat,degradation,yes,[a-z]*bodendegrad[a-z]*,,,,OF
bodendegration,soil degradation,threat,degradation,yes,[a-z]*bodendegration[a-z]*,,,,MJ
bodendevastierung,soil degradation,threat,degradation,yes,[a-z]*bodendevastierung[a-z]*,,,,MJ
bodenerschopfung,soil depletion,threat,degradation,yes,[a-z]*bodenerschopfung[a-z]*,,,,MJ
bodenmudigkeit,soil exhaustion,threat,degradation,yes,[a-z]*bodenmudigkeit[a-z]*,,,,LS
bodenreduzierend,soil-reducing,threat,degradation,yes,[a-z]*bodenreduzierend[a-z]*,,,,MS
bodenriss,soil cracks,threat,degradation,yes,[a-z]*bodenriss[a-z]*,,,alternative soil fissures,MS
bodensackung,soil sinking,threat,degradation,yes,[a-z]*bodensackung[a-z]*,,,,MS
bodensenk,soil depression,threat,degradation,yes,[a-z]*bodensenk[a-z]*,,,alternative translation as soil subsidence,MS
bodenunsicher,soil-unsafe,threat,degradation,yes,[a-z]*bodenunsicher[a-z]*,,,,
bodenverarmung,soil depletion,threat,degradation,yes,[a-z]*bodenverarmung[a-z]*,,,,
bodenverform,soil deformation,threat,degradation,yes,[a-z]*bodenverform[a-z]*,,,,
bodenverlust,soil loss,threat,degradation,yes,[a-z]*bodenverlust[a-z]*,,,,
bodenverschlecht,soil deterioration,threat,degradation,yes,[a-z]*bodenverschlecht[a-z]*,,,,
bodenverwund,soil injury,threat,degradation,yes,[a-z]*bodenverwund[a-z]*,,,,
bodenzehr,soil depletion,threat,degradation,yes,[a-z]*bodenzehr[a-z]*,,,,
bodenzerstor,soil deterioration,threat,degradation,yes,[a-z]*bodenzerstor[a-z]*,,,,
moorsackung,sinking of moor land,threat,degradation,no,[a-z]*moorsackung[a-z]*,,,,
totboden,dead soil,threat,degradation,yes,[a-z]*totboden[a-z]*,,,,
abgelagert,deposited,threat,deposition,no,[a-z]*abgelager[a-z]*,,,,
ablagerung,deposition,threat,deposition,no,[a-z]*ablage[a-z]*,,,,SC
absetzung,deposition,threat,deposition,no,[a-z]*absetz[a-z]*,,,,
aufschuttung,earth deposit,threat,deposition,no,[a-z]*aufschuttung[a-z]*,,,,SC
bodenablagerung,soil deposition,threat,deposition,yes,[a-z]*bodenablagerung[a-z]*,,,,SC
bodenakkumulation,soil accumulation,threat,deposition,yes,[a-z]*bodenakkumulation[a-z]*,,,,SC
bodenanlandung,soil alluviation,threat,deposition,yes,[a-z]*bodenanlandung[a-z]*,,,,OF
bodenansammlung,soil accumulation,threat,deposition,yes,[a-z]*bodenansammlung[a-z]*,,,,OF
bodenauftrag,soil deposition,threat,deposition,yes,[a-z]*bodenauftrag[a-z]*,,,,OF
bodenaustrag,soil deposition,threat,deposition,yes,[a-z]*bodenaustrag[a-z]*,,,,OF
bodensetzung,soil settlement,threat,deposition,yes,[a-z]*bodensetzung[a-z]*,,,,MS
beeintrachtigung,detrimental effects,threat,disturbance,no,[a-z]*beeintrachtigung[a-z]*,,,,SC
bodenanderung,soil change,threat,disturbance,yes,[a-z]*bodenanderung[a-z]*,,,,SC
bodenauswirkung,soil impacts,threat,disturbance,yes,[a-z]*bodenauswirkung[a-z]*,,,,OF
bodenbeanspruchung,soil stress,threat,disturbance,yes,[a-z]*bodenbeanspruchung[a-z]*,,,,OF
bodenbeeintrachtig,soil detrimental effect,threat,disturbance,yes,[a-z]*bodenbeeintrachtig[a-z]*,,,,OF
bodenbeschadig,soil-damaging,threat,disturbance,yes,[a-z]*bodenbeschadig[a-z]*,,,,OF
bodenbild,soil impression,threat,disturbance,yes,bodenbild,"Ein Bodenbild ist ein Bild, das durch Strukturveränderung des Bodens erstellt wird und oft nur aus größerer Höhe erkennbar ist",https://de.wikipedia.org/wiki/Bodenbild,,OF
bodeneingreif,soil intervention,threat,disturbance,yes,[a-z]*bodeneingreif[a-z]*,,,,MJ
bodeneingriff,soil intervention,threat,disturbance,yes,[a-z]*bodeneingriff[a-z]*,,,,MJ
bodengefahr,soil danger,threat,disturbance,yes,[a-z]*bodengefahr[a-z]*,,,,MJ
bodenmodifikation,soil modification,threat,disturbance,yes,[a-z]*bodenmodifikation[a-z]*,,,,LS
bodenschad,soil damaging,threat,disturbance,yes,[a-z]*bodenschad[a-z]*,,,,MS
bodenstorung,soil disturbance,threat,disturbance,yes,[a-z]*bodenstorung[a-z]*,,,,MS
bodenverarbeitung,soil treatment,threat,disturbance,yes,[a-z]*bodenverarbeitung[a-z]*,,,,
bodenverletz,soil violation,threat,disturbance,yes,[a-z]*bodenverletz[a-z]*,,,,
bodenwuhl,soil grubing,threat,disturbance,yes,[a-z]*bodenwuhl[a-z]*,,,,
gefahr,threat,threat,disturbance,no,[a-z]*gefahr[a-z]*,,,,
gefahrdung,endangering,threat,disturbance,no,[a-z]*gefahrdung[a-z]*,,,,
geschadigt,damaged,threat,disturbance,no,[a-z]*geschadigt[a-z]*,,,,
schaden,damage,threat,disturbance,no,[a-z]*schaden[a-z]*,,,,
storung,disturbances,threat,disturbance,no,[a-z]*storung[a-z]*,,,,
ungleichgewicht,imbalance,threat,disturbance,no,[a-z]*ungleichgewicht[a-z]*,,,,
verletzung,injury,threat,disturbance,no,[a-z]*verletzung[a-z]*,,,,
abundanz,abundance,biodiversity,diversity,no,[a-z]*abundanz[a-z]*,,,,SC
artenreich,species-rich,biodiversity,diversity,no,[a-z]*artenreich[a-z]*,,,,SC
artenzahl,number of species,biodiversity,diversity,no,[a-z]*artenzahl[a-z]*,,,as threat because it could decrease,SC
biodiversitat,biodiversity,biodiversity,diversity,no,[a-z]*biodiversitat[a-z]*,,,,SC
biomasse,biomass,biodiversity,diversity,no,[a-z]*biomasse[a-z]*,,,,SC
haufigkeit,abundance,biodiversity,diversity,no,[a-z]*haufigkeit[a-z]*,,,,
vielfalt,diversity,biodiversity,diversity,no,[a-z]*vielfalt[a-z]*,,,,
konsum,consumption,driver,economy,no,[a-z]*konsum[a-z]*,,,,
markt,market,driver,economy,no,[a-z]*markt[a-z]*,,,,
markte,markets,driver,economy,no,[a-z]*markte[a-z]*,,,,
okonomi,economic,driver,economy,no,[a-z]*okonomi[a-z]*,,,,
verbrauch,consumption,driver,economy,no,[a-z]*verbrauch[a-z]*,,,,
wirtschaft,economy,driver,economy,no,[a-z]*wirtschaft[a-z]*,,,,
wirtschaftli,economic,driver,economy,no,[a-z]*wirtschaftli[a-z]*,,,,
wirtschaftswachstum,economic growth,driver,economy,no,[a-z]*wirtschaftswachstum[a-z]*,,,,
bodengewasser,soil water body,biodiversity,environment,yes,[a-z]*bodengewasser[a-z]*,,,,MJ
gewasser,water body,biodiversity,environment,no,[a-z]*gewasser[a-z]*,,,,
gras,grass,biodiversity,environment,no,[a-z]*gras[a-z]*,,,,
natur,nature,biodiversity,environment,no,[a-z]*natur[a-z]*,,,,
standort,location,biodiversity,environment,no,[a-z]*standort[a-z]*,,,,
umwelt,environment,biodiversity,environment,no,[a-z]*umwelt[a-z]*,,,,
wald,forest,biodiversity,environment,no,[a-z]*wald[a-z]*,,,,
walder,forests,biodiversity,environment,no,[a-z]*walder[a-z]*,,,,
wiese,grasland,biodiversity,environment,no,[a-z]*wiese[a-z]*,,,,
abflies,runoff,threat,erosion,no,[a-z]*abflies[a-z]*,,,,SC
abflus,runoff,threat,erosion,no,[a-z]*abflus[a-z]*,,,,SC
abflussmenge,runoff,threat,erosion,no,[a-z]*abflussmenge[a-z]*,,,,SC
ablauf,runoff,threat,erosion,no,[a-z]*ablauf[a-z]*,,,,SC
abspul,washing out ,threat,erosion,no,[a-z]*abspul[a-z]*,,,,
bodenablauf,soil run-off,threat,erosion,yes,[a-z]*bodenablauf[a-z]*,,,,SC
bodenabschwemmung,soil avulsion,threat,erosion,yes,[a-z]*bodenabschwemmung[a-z]*,,,,SC
bodenabspulung,soil washout,threat,erosion,yes,[a-z]*bodenabspulung[a-z]*,,,,SC
bodenabtrocknung,soil drying,threat,erosion,yes,[a-z]*bodenabtrocknung[a-z]*,,,,SC
bodenabwaschung,soil washout,threat,erosion,yes,[a-z]*bodenabwaschung[a-z]*,,,,SC
bodenausspulung,soil washout,threat,erosion,yes,[a-z]*bodenausspulung[a-z]*,,,,OF
bodenaustrocknung,soil drying,threat,erosion,yes,[a-z]*bodenaustrocknung[a-z]*,,,,OF
bodenauswaschung,soil leaching,threat,erosion,yes,[a-z]*bodenauswaschung[a-z]*,,,,OF
bodeneinschwammung,soil infiltration,threat,erosion,yes,[a-z]*bodeneinschwammung[a-z]*,,,,MJ
bodeneinschwemmung,soil infiltration,threat,erosion,yes,[a-z]*bodeneinschwemmung[a-z]*,,,,MJ
bodeneinspulung,soil infiltration,threat,erosion,yes,[a-z]*bodeneinspulung[a-z]*,,,,MJ
bodeneinwaschung,soil wash-in,threat,erosion,yes,[a-z]*bodeneinwaschung[a-z]*,,,,MJ
bodenerodier,soil erosion,threat,erosion,yes,[a-z]*bodenerodier[a-z]*,,,,MJ
bodenerosion,soil erosion,threat,erosion,yes,[a-z]*bodenerosion[a-z]*,,,,MJ
bodenfliesz,soil flow,threat,erosion,yes,[a-z]*bodenfliesz[a-z]*,,,,MJ
bodenfreileg,soil exposure,threat,erosion,yes,[a-z]*bodenfreileg[a-z]*,,,,MJ
bodenoffen,soil-exposed,threat,erosion,yes,[a-z]*bodenoffen[a-z]*,,,,MS
bodenrutsch,land slide,threat,erosion,yes,[a-z]*bodenrutsch[a-z]*,,,,MS
bodentrocken,soil-dry,threat,erosion,yes,[a-z]*bodentrocken[a-z]*,,,,
bodentrockn,soil drying,threat,erosion,yes,[a-z]*bodentrockn[a-z]*,,,,
bodenuberschwemm,soil flooding,threat,erosion,yes,[a-z]*bodenuberschwemm[a-z]*,,,,
bodenverflussig,soil liquidation,threat,erosion,yes,[a-z]*bodenverflussig[a-z]*,,,,
bodenvernass,soil wetness,threat,erosion,yes,[a-z]*bodenvernass[a-z]*,,,,
erdrutsch,landslide,threat,erosion,no,[a-z]*erdrutsch[a-z]*,,,,
erosion,erosion,threat,erosion,no,[a-z]*erosion[a-z]*,,,,
schwemm,wash (in/ out),threat,erosion,no,[a-z]*schwemm[a-z]*,,,,
vernassung,waterlogging,threat,erosion,no,[a-z]*vernassung[a-z]*,,,,
wasser,water,threat,erosion,no,[a-z]*wasser[a-z]*,,,,
winderosion,wind erosion,threat,erosion,no,[a-z]*winderosion[a-z]*,,,,
bodendurchlassig,soil permeability,function,filtration,yes,[a-z]*bodendurchlassig[a-z]*,,,,MJ
bodenfilt,soil filtration,function,filtration,yes,[a-z]*bodenfilt[a-z]*,,,,MJ
bodenkf,soil classification number,function,filtration,yes,[a-z]*bodenkf[a-z]*,"Der Kf-Wert ist der Durchlässigkeitsbeiwert, der den Grad der Versickerungsfähigkeit (Wasserdurchlässigkeit) von Böden beschreibt. Je größer der Wert, desto besser die Versickerungsfähigkeit.",https://www.bauwion.de/begriffe/versickerungsfaehigkeit-kf-wert-gem-din-18130-1,,LS
bodenpassage,groundwater recharge,function,filtration,yes,[a-z]*bodenpassage[a-z]*,,,,MS
bodensicker,soil perlocation,function,filtration,yes,[a-z]*bodensicker[a-z]*,,,,MS
bodenversicker,soil percolation,function,filtration,yes,[a-z]*bodenversicker[a-z]*,,,,
bodenwasserhaushalt,soil water balance,function,filtration,yes,[a-z]*bodenwasserhaushalt[a-z]*,,,,
filter,filter,function,filtration,no,[a-z]*filter[a-z]*,,,,
filtrierung,filtration,function,filtration,no,[a-z]*filtrierung[a-z]*,,,,
gesamtabfluss,runoff,function,filtration,no,[a-z]*gesamtabfluss[a-z]*,,,,
grundwasser,groundwater (recharge),function,filtration,no,[a-z]*grundwasser[a-z]*,,,,
kfwert,classification value,function,filtration,no,[a-z]*kfwert[a-z]*,"Der Kf-Wert ist der Durchlässigkeitsbeiwert, der den Grad der Versickerungsfähigkeit (Wasserdurchlässigkeit) von Böden beschreibt. Je größer der Wert, desto besser die Versickerungsfähigkeit.",https://www.bauwion.de/begriffe/versickerungsfaehigkeit-kf-wert-gem-din-18130-1,,
oberflachenablauf,runoff,function,filtration,no,[a-z]*oberflachenablauf[a-z]*,,,,
stauwasserboden,tailwater soil,function,filtration,yes,[a-z]*stauwasserboden[a-z]*,,,,
uberlaufabfluss,runoff,function,filtration,no,[a-z]*uberlaufabfluss[a-z]*,,,,
wasseraufnahme,water infiltration,function,filtration,no,[a-z]*wasseraufnahme[a-z]*,,,,
wasserfilter,water filter,function,filtration,no,[a-z]*wasserfilter[a-z]*,,,,
wasserhaushalt,water balance,function,filtration,no,[a-z]*wasserhaushalt[a-z]*,,,,
bodenfunktion,soil function,function,global.cycles,yes,[a-z]*bodenfunktion[a-z]*,,,,MJ
bodengebunden,soil-ligated,function,global.cycles,yes,[a-z]*bodengebunden[a-z]*,,,,MJ
bodenhaushalt,soil inventory,function,global.cycles,yes,[a-z]*bodenhaushalt[a-z]*,,,,LS
bodenlager,soil storage,function,global.cycles,yes,[a-z]*bodenlager[a-z]*,,,,LS
bodenmechanis,soil mechanism,function,global.cycles,yes,[a-z]*bodenmechanis[a-z]*,,,,LS
bodennahrkraft,soil power to feed,function,global.cycles,yes,[a-z]*bodennahrkraft[a-z]*,,,,LS
bodennahrstoff,soil nutrients,function,global.cycles,yes,[a-z]*bodennahrstoff[a-z]*,,,,LS
bodenprozess,soil process,function,global.cycles,yes,[a-z]*bodenprozess[a-z]*,,,,MS
bodenretention,soil retention,function,global.cycles,yes,[a-z]*bodenretention[a-z]*,,,,MS
bodenrohstoff,soil resource,function,global.cycles,yes,[a-z]*bodenrohstoff[a-z]*,,,,MS
bodenruckhalt,soil detention,function,global.cycles,yes,[a-z]*bodenruckhalt[a-z]*,,,,MS
bodenstickstoff,soil nitrogen,function,global.cycles,yes,[a-z]*bodenstickstoff[a-z]*,,,,MS
carbondioxid,carbon (di) oxide,function,global.cycles,no,[a-z]*carbondioxid[a-z]*,"adapt to search for pattern ""co"" only",,,
globale.kreislaufe,global cycles,function,global.cycles,no,global[a-z]*[[:blank:]]kreislauf[a-z]*,,,,
globale.zyklen,global cycles,function,global.cycles,no,global[a-z]*[[:blank:]]zykl[a-z]*,,,,
haushalt,balance,function,global.cycles,no,[a-z]*haushalt[a-z]*,,,,
kohlenstoff,carbon,function,global.cycles,no,[a-z]*kohlenstoff[a-z]*,,,,
mikroklima,microclimate,function,global.cycles,no,[a-z]*mikroklima[a-z]*,,,,
organisch,organic,function,global.cycles,no,[a-z]*organisch[a-z]*,,,,
reaktion,reaction,function,global.cycles,no,[a-z]*reaktion[a-z]*,,,,
stickstoff,nitrogen,function,global.cycles,no,[a-z]*stickstoff[a-z]*,,,,
bodenbalz,ground courtship,function,habitat,yes,[a-z]*bodenbalz[a-z]*,,,,OF
bodendiasporenbank,soil diaspore bank,function,habitat,yes,[a-z]*bodendiasporenbank[a-z]*,,,subcategory as characteristic,MJ
bodenhabitat,soil habitat,function,habitat,yes,[a-z]*bodenhabitat[a-z]*,,,,LS
bodenhohl,soil cave,function,habitat,yes,[a-z]*bodenhohl[a-z]*,,,,LS
bodenjag,soil hunting,function,habitat,yes,[a-z]*bodenjag[a-z]*,,,better remove or change to driver and human,LS
bodenkammer,soil chamber,function,habitat,yes,[a-z]*bodenkammer[a-z]*,,,,LS
bodenklima,soil climate,function,habitat,yes,[a-z]*bodenklima[a-z]*,,,,LS
bodenlandung,alighting on earth,function,habitat,yes,[a-z]*bodenlandung[a-z]*,term for bird of prey,,suggest to remove,LS
bodenmikroklima,soil microclimate,function,habitat,yes,[a-z]*bodenmikroklima[a-z]*,,,,LS
bodenmilieu,soil environment,function,habitat,yes,[a-z]*bodenmilieu[a-z]*,,,alternatively biodiversity and diversity,LS
bodennest,soil nest,function,habitat,yes,[a-z]*bodennest[a-z]*,,,,MS
bodenpopulation,soil population,function,habitat,yes,[a-z]*bodenpopulation[a-z]*,,,maybe also biodiversity and belowground,MS
bodenraum,soil space,function,habitat,yes,[a-z]*bodenraum[a-z]*,,,,MS
bodenreich,soil-rich or soil habitat,function,habitat,yes,[a-z]*bodenreich[a-z]*,,,,MS
bodenuberwinter,soil overwintering,function,habitat,yes,[a-z]*bodenuberwinter[a-z]*,,,,
bodenvorrat,soil storage,function,habitat,yes,[a-z]*bodenvorrat[a-z]*,,,,
brut,brood,function,habitat,no,[a-z]*brut[a-z]*,,,,
habitat,habitat,function,habitat,no,[a-z]*habitat[a-z]*,,,,
lebensraum,habitat,function,habitat,no,[a-z]*lebensraum[a-z]*,,,,
nest,nest,function,habitat,no,[a-z]*nest[a-z]*,,,,
nistend,nesting,function,habitat,no,[a-z]*nistend[a-z]*,,,,
anthropogen,anthropogenic,driver,human,no,[a-z]*anthropogen[a-z]*,,,alternatively as threat,SC
bevolkerungs,population growth,driver,human,no,[a-z]*bevolkerungs[a-z]*,,,population first,SC
bildung,education,driver,human,no,bildung,,,,SC
bodenmensch,soil - human (relationship),driver,human,yes,[a-z]*bodenmensch[a-z]*,,,,LS
globaler.wandel,global change,driver,human,no,global[a-z]*[[:blank:]]wandel[a-z]*,,,,
kulturell,cultural,driver,human,no,[a-z]*kulturell[a-z]*,,,,
werte,(cultural) values,driver,human,no,[a-z]*kulturelle werte[a-z]*,,,,
mensch,human,driver,human,no,[a-z]*mensch[a-z]*,,,,
menschheit,humanity,driver,human,no,[a-z]*menschheit[a-z]*,,,,
resourcenverbrauch,resource consumption,driver,human,no,[a-z]*resourcenverbrauch[a-z]*,,,,
biozide,biocides,threat,inputs,no,[a-z]*biozide[a-z]*,,,,SC
bodendung,soil dung,threat,inputs,yes,[a-z]*bodendung[a-z]*,,,,MJ
bodeneutrophierung,soil eutrophication,threat,inputs,yes,[a-z]*bodeneutrophierung[a-z]*,,,,MJ
bodenherbizid,ground herbicide,threat,inputs,yes,[a-z]*bodenherbizid[a-z]*,,,,LS
dungemittel,fertilizer,threat,inputs,no,[a-z]*dungemittel[a-z]*,,,,
dunger,fertilizer,threat,inputs,no,[a-z]*dunger[a-z]*,,,,
herbizide,herbicides,threat,inputs,no,[a-z]*herbizide[a-z]*,,,,
mineraldunger,mineral fertilizer,threat,inputs,no,[a-z]*mineraldunger[a-z]*,,,,
pestizide,pesticides,threat,inputs,no,[a-z]*pestizide[a-z]*,,,,
allochthone,allochtonous,driver,invasion,,[a-z]*allochton[a-z]*,,,,
bodeninvasiv,soil-invasive,driver,invasion,yes,[a-z]*bodeninvasiv[a-z]*,,,,LS
fremdboden,import soil,driver,invasion,yes,[a-z]*fremdboden[a-z]*,,,,
gebietsfremd,invasive,driver,invasion,no,[a-z]*gebietsfremd[a-z]*,,,,
invasion,invasion,driver,invasion,no,[a-z]*invasion[a-z]*,,,,
invasiv,invasive,driver,invasion,no,[a-z]*invasiv[a-z]*,,,,
abweid,grazing,threat,landuse,no,[a-z]*abweid[a-z]*,,,,
bewirtschaftung,management,threat,landuse,no,[a-z]*bewirtschaftung[a-z]*,,,,SC
bodenbearbeit,tillage,threat,landuse,yes,[a-z]*bodenbearbeit[a-z]*,,,,OF
bodenbehandlung,soil treatment,threat,landuse,yes,[a-z]*bodenbehandlung[a-z]*,,,,OF
bodengrubb,soil cultivator,threat,landuse,yes,[a-z]*bodengrubb[a-z]*,"Der Grubber (englisch to grub ‚graben') ist ein landwirtschaftliches Gerät zur nichtwendenden Bodenbearbeitung, das zur Lockerung und Krümelung des Bodens sowie zur Unkrautbekämpfung und Einarbeitung von humosen Materialien in den Boden eingesetzt wird.",https://de.wikipedia.org/wiki/Grubber,,LS
bodennutz,land use,threat,landuse,yes,[a-z]*bodennutz[a-z]*,,,,MS
bodennutzung,land use,threat,landuse,yes,[a-z]*bodennutzung[a-z]*,,,,MS
